auth_last,auth_first,publ_date,auth_gender,author_id
Farjeon,Benjamin,1876,M,9989
Farrar,Frederic,1858,M,9990
Feilden,Phoebe,1875,F,9991
Fenn,George,1892,M,9992
Fenn,George,1889,M,9993
Fenn,George,1884,M,9994
Fenn,George,1888,M,9995
Fenn,George,1886,M,9996
Fenn,George,1879,M,9997
Fenn,George,1871,M,9998
Fenn,George,1894,M,9999
Fenn,George,1890,M,10000
Fenn,George,1871,M,10001
Fenn,George,1883,M,10002
Fenton,J D,1860,U,10003
Fenwick,Eliza,1795,F,10004
Ferguson,Samuel,1868,M,10005
Ferrier,Susan,1894,F,10006
Ferrier,Susan,1818,F,10007
Ferrier,Susan,1825,F,10008
Field,Julian,1889,M,10009
Finch,Emily,1841,F,10010
Fisher,NA,1849,U,10011
Fisher,William,1850,M,10012
Fitzgerald,Geraldine,1890,F,10013
Fitzgerald,Gerald,1889,M,10014
Fitzgerald,Percy,1877,M,10015
Fitzgerald,Percy,1869,M,10016
Fitzgerald,Percy,1884,M,10017
Fitzgerald,Percy,1867,M,10018
Fitzgerald,Percy,1873,M,10019
Fitzgerald,Percy,1866,M,10020
Fletcher,Julia,1880,F,10021
Fletcher,Julia,1884,F,10022
Fletcher,Joseph,1892,M,10023
Flint,Timothy,1829,M,10024
Fogerty,Joseph,1873,M,10025
Forbes,Urquhart,1884,U,10026
Forde,Gertrude,1887,F,10027
Forde,Gertrude,1887,F,10028
Foster,Hannah,1798,F,10029
Foster,Hannah,1797,F,10030
Fothergill,John,1884,M,10031
Fothergill,Caroline,1887,F,10032
Fothergill,Caroline,1889,F,10033
Fothergill,Caroline,1883,F,10034
Fothergill,Jessie,1886,F,10035
Fothergill,Jessie,1888,F,10036
Fothergill,Jessie,1893,F,10037
Fothergill,Jessie,1879,F,10038
Fothergill,Jessie,1881,F,10039
Foxton,E,1866,F,10040
Frances,Sophia,1806,F,10041
Francillon,Robert,1894,M,10042
Frances,Sophia,1809,F,10043
Fraser,Julia,1894,F,10044
Tytler,Mary,1880,F,10045
Fraser,James,1844,M,10046
Fraser,James,1832,M,10047
Fraser,James,1830,M,10048
Frere,Benjamin,1821,M,10049
Froude,James,1849,M,10050
Fuller,James,1892,M,10051
Fuller,NA,1873,U,10052
Fullerton,Georgina,1844,F,10053
Fullerton,Georgina,1858,F,10054
Fullom,Stephen,1869,M,10055
Fullom,Stephen,1854,M,10056
Fullom,Stephen,1868,M,10057
Galt,John,1821,M,10058
Galt,John,1821,M,10059
Galt,John,1823,M,10060
Galt,John,1822,M,10061
Gambier,James,1887,M,10062
Gardiner,Marguerite,1850,F,10063
Gardiner,Marguerite,1833,F,10064
Gardiner,Marguerite,1847,F,10065
Gardiner,Marguerite,1843,F,10066
Gardiner,Marguerite,1845,F,10067
Gardiner,Marguerite,1836,F,10068
Gardiner,Marguerite,1835,F,10069
Gardiner,Marguerite,1837,F,10070
Garland,James,1871,M,10071
Mayo,Isabella,1868,F,10072
Garvice,Charles,1875,M,10073
Gascoigne,Caroline,1847,F,10074
Gascoigne,Gwendolen,1893,U,10075
Gaskell,Philip,1888,M,10076
Gaskell,Elizabeth,1849,F,10077
Gaskell,Elizabeth,1855,F,10078
Gaskell,Elizabeth,1853,F,10079
Gaskell,Elizabeth,1863,F,10080
Gaskell,Elizabeth,1864,F,10081
Gaspey,Thomas,1821,M,10082
Gaspey,Thomas,1828,M,10083
Gaspey,Thomas,1823,M,10084
Gaspey,Thomas,1822,M,10085
Gaspey,Thomas,1824,M,10086
Croly,George,1828,M,10087
Walker,George,1796,M,10088
Gerard,E. D.,1880,U,10089
Gerard,Emily,1882,F,10090
Gibbon,Charles,1884,M,10091
Gibbon,Charles,1874,M,10092
Gibbon,Charles,1877,M,10093
Gibbon,Charles,1883,M,10094
Gibbon,Charles,1869,M,10095
Gibbon,Charles,1881,M,10096
Gibson,Charles,1854,M,10097
Gifford,George,1866,M,10098
Gifford,George,1869,M,10099
Gilbert,William,1866,M,10100
Gilbert,William,1870,M,10101
Gilliat,Edward,1877,M,10102
Gillies,Robert,1814,M,10103
Gillmor,Clotworthy,1877,U,10104
Gingold,Helene,1885,F,10105
Gissing,Algernon,1892,M,10106
Gissing,Algernon,1894,M,10107
Gissing,Algernon,1890,U,10108
Gissing,Algernon,1894,M,10109
Gissing,Algernon,1893,U,10110
Gissing,Algernon,1897,U,10111
Gissing,Algernon,1896,U,10112
Gissing,George,1886,M,10113
Gissing,George,1891,M,10114
Gissing,George,1889,M,10115
Gissing,George,1893,M,10116
Gissing,George,1884,M,10117
Gissing,George,1897,M,10118
Glaister,Elizabeth,1884,F,10119
Glascock,William,1838,M,10120
Glascock,William,1829,M,10121
Gleig,George,1834,M,10122
Gleig,George,1844,M,10123
Glemham,Henry,1878,M,10124
Godfrey,Elizabeth,1895,F,10125
Godwin,William,1830,M,10126
Godwin,William,1833,M,10127
Godwin,William,1805,M,10128
Godwin,William,1817,M,10129
Godwin,William,1799,M,10130
Godwin,William,1794,M,10131
Godwin,William,1835,M,10132
Goldsmith,Mary,1804,F,10133
Godsmith,Oliver,1762,U,10134
Goodrich,A. M.,1855,U,10135
Goodrich,A. M.,1857,U,10136
Gordon,Margaret,1850,F,10137
Gordon,NA,1844,U,10138
Gore,Leslie,1870,M,10139
Gore,Catherine,1856,F,10140
Gore,Catherine,1847,F,10141
Gore,Catherine,1841,F,10142
Gore,Catherine,1843,F,10143
Gore,Catherine,1842,F,10144
Gore,Catherine,1841,F,10145
Gore,Catherine,1843,F,10146
Gore,Catherine,1829,F,10147
Gore,Catherine,1838,F,10148
Gore,Catherine,1842,F,10149
Gore,Catherine,1831,F,10150
Gore,Catherine,1837,F,10151
Gore,Catherine,1831,F,10152
Gore,Catherine,1840,F,10153
Gore,Catherine,1829,F,10154
Gore,Catherine,1842,F,10155
Gore,Catherine,1844,F,10156
Gore,Catherine,1853,F,10157
Gore,Catherine,1836,F,10158
Gore,Catherine,1840,F,10159
Gore,Catherine,1832,F,10160
Gore,Catherine,1838,F,10161
Gore,Catherine,1842,F,10162
Gore,Catherine,1830,F,10163
Gore,Catherine,1843,F,10164
Gore,Catherine,1832,F,10165
Gore,Catherine,1844,F,10166
Gore,Catherine,1833,F,10167
Gore,Catherine,1845,F,10168
Gore,Catherine,1831,F,10169
Gore,Catherine,1857,F,10170
Gore,Catherine,1838,F,10171
Goulburn,Edward,1811,M,10172
Grand,Sarah,1893,F,10173
Grant,Courteney,1878,U,10174
Grant,James,1843,M,10175
Grant,James,1870,M,10176
Grant,James,1888,M,10177
Grant,James,1876,M,10178
Grant,James,1871,M,10179
Grant,James,1854,M,10180
Grant,James,1874,M,10181
Grant,James,1869,M,10182
Grant,James,1865,M,10183
Grant,James,1884,M,10184
Grant,James,1846,M,10185
Grant,James,1850,M,10186
Grant,James,1868,M,10187
Grant,James,1872,M,10188
Grant,Maria,1874,F,10189
Grant,Maria,1882,F,10190
Grant,Maria,1876,F,10191
Grant,Alexander,1881,M,10192
Grant,James,1848,M,10193
Grant,James,1885,M,10194
Grant,James,1881,M,10195
Grant,James,1876,M,10196
Grant,James,1886,M,10197
Grant,James,1874,M,10198
Grant,Louisa,1854,F,10199
Grattan,Thomas,1836,M,10200
Grattan,Thomas,1823,M,10201
Grattan,Thomas,1831,M,10202
Grattan,Thomas,1830,M,10203
Grattan,Thomas,1829,M,10204
Gray,Arnold,1885,M,10205
Gray,Arnold,1888,M,10206
Tuttiett,Mary,1893,F,10207
Tuttiett,Mary,1886,F,10208
Gray,Russell,1867,M,10209
Green,Sarah,1808,F,10210
Green,Sarah,1822,F,10211
Greenough,Richard,1865,M,10212
Greg,Percy,1880,M,10213
Greg,Percy,1881,M,10214
Greville,Beatrice,1885,F,10215
Greville,Beatrice,1883,F,10216
Grey,Elizabeth,1852,F,10217
Grey,Elizabeth,1829,F,10218
Grey,Herbert,1859,M,10219
Brown,Henry,1886,M,10220
Grey,Edward,1891,M,10221
Grey,Elizabeth,1848,F,10222
Grey,Elizabeth,1850,F,10223
Grey,Elizabeth,1847,F,10224
Grey,Elizabeth,1828,F,10225
Grey,Elizabeth,1852,F,10226
Grey,Elizabeth,1845,F,10227
Grey,Elizabeth,1844,F,10228
Grey,Elizabeth,1841,F,10229
Grey,Elizabeth,1844,F,10230
Grey,Elizabeth,1831,F,10231
Griffin,Gerald,1835,M,10232
Griffin,Gerald,1827,U,10233
Griffin,Gerald,1842,M,10234
Griffin,Gerald,1832,U,10235
Griffin,Gerald,1830,U,10236
Griffiths,Arthur,1880,M,10237
Griffiths,Arthur,1876,M,10238
Griffiths,Arthur,1872,M,10239
Griffiths,Arthur,1886,M,10240
Griffiths,Arthur,1888,M,10241
Griffiths,Robert,1874,M,10242
Grogan,Mercy,1857,F,10243
Grossmith,George,1892,M,10244
Gunning,Elizabeth,1808,F,10245
Payn,James,1870,M,10246
C,H,1880,M,10247
Haggard,Henry,1888,M,10248
Haggard,Henry,1885,M,10249
Haggard,Henry,1887,M,10250
Hake,Thomas,1886,M,10251
Hale,Sarah,1846,F,10252
Hale,Sarah,1845,F,10253
Hale,Sarah,1853,F,10254
Hale,Sarah,1852,F,10255
Hall,Frederick,1854,M,10256
Hall,Thomas,1849,M,10257
Hall,Baynard,1852,U,10258
Hall,Baynard,1846,U,10259
Hall,James,1833,M,10260
Hall,Anna,1857,F,10261
Hall,Anna,1838,F,10262
Hall,Anna,1835,F,10263
Hall,Anna,1835,F,10264
Hall,Anna,1837,F,10265
Halpine,Chalres,1864,U,10266
Halse,George,1889,M,10267
Halsted,Leonora,1884,F,10268
Ham,James,1872,M,10269
Hamerton,Philip,1882,M,10270
Hamilton,Ann,1810,F,10271
Hamilton,Thomas,1827,M,10272
Baillie-Hamilton,William,1884,M,10273
Hamilton,Rowan,1891,U,10274
Hamilton,Rowan,1890,U,10275
Hamley,Edward,1854,M,10276
Hamley,William,1879,M,10277
Hannay,James,1850,M,10278
Hannay,James,1853,M,10279
Harding,Anne,1819,F,10280
Harding,Anne,1825,F,10281
Hardinge,William,1883,M,10282
Hardinge,William,1886,M,10283
Hardy,Mary,1885,F,10284
Hardy,Mary,1878,F,10285
Hardy,Iza,1878,F,10286
Hardy,Iza,1868,F,10287
Hardy,Iza,1877,U,10288
Hardy,Iza,1887,F,10289
Hardy,Thomas,1873,M,10290
Hardy,Thomas,1874,M,10291
Hardy,Thomas,1895,M,10292
Hardy,Thomas,1891,M,10293
Hardy,Thomas,1886,M,10294
Hardy,Thomas,1892,M,10295
Hardy,Thomas,1878,M,10296
Hardy,Thomas,1881,M,10297
Hardy,Thomas,1897,M,10298
Hardy,Thomas,1887,M,10299
Hardy,Thomas,1872,M,10300
Hargreaves,Carrie,1894,F,10301
Harley,John,1876,M,10302
Harris,Richard,1870,M,10303
Harris,Alexander,1849,M,10304
Harrison,F.,1893,U,10305
Harrison,Joanna,1886,F,10306
Wheeler,Frances,1878,F,10307
Hartstonge,Matthew,1825,M,10308
Harvey,Jane,1816,F,10309
Harwood,John,1866,M,10310
Harwood,John,1886,M,10311
Hatton,Ann,1818,F,10312
Hatton,Joseph,1883,M,10313
Hatton,Joseph,1865,M,10314
Hatton,Joseph,1887,M,10315
Hatton,Joseph,1867,M,10316
Hatton,Joseph,1880,M,10317
Hatton,Joseph,1893,M,10318
Hawker,Edward,1850,M,10319
Hawkins,Laetitia-Matilda,1821,U,10320
Hawthorne,Julian,1874,M,10321
Hawthorne,Nathaniel,1828,M,10322
Hawthorne,Nathaniel,1842,M,10323
Hawthorne,Nathaniel,1842,M,10324
Hawthorne,Nathaniel,1842,M,10325
Hawthorne,Nathaniel,1872,M,10326
Hawthorne,Nathaniel,1842,M,10327
Hawthorne,Nathaniel,1852,M,10328
Hawthorne,Nathaniel,1843,M,10329
Hawthorne,Nathaniel,1851,M,10330
Hawthorne,Nathaniel,1850,M,10331
Hawthorne,Nathaniel,1842,M,10332
Hawthorne,Nathaniel,1842,M,10333
Hawthorne,Nathaniel,1842,M,10334
Hawthorne,Nathaniel,1851,M,10335
Hawthorne,Nathaniel,1842,M,10336
Hawthorne,Nathaniel,1842,M,10337
Hawthorne,Nathaniel,1842,M,10338
Hay,Mary,1878,F,10339
Hay,John,1872,M,10340
Hays,Mary,1796,F,10341
Hays,Mary,1799,F,10342
Hayward,Gertrude,1890,F,10343
Head,Catherine,1829,F,10344
Heighway,Osborn,1854,M,10345
Helme,Elizabeth,1807,F,10346
Helme,Elizabeth,1803,F,10347
Helme,Elizabeth,1825,F,10348
Helme,Elizabeth,1805,F,10349
Helps,Arthur,1870,M,10350
Helps,Arthur,1874,M,10351
Hemphill,Barbara,1857,F,10352
Hemphill,Barbara,1846,F,10353
Henniker,Florence,1893,F,10354
Henningsen,Charles,1846,M,10355
Henningsen,Charles,1845,M,10356
Henslowe,J. R.,1882,U,10357
Henty,George,1894,M,10358
Herbert,William,1807,M,10359
Herbert,Henry,1849,M,10360
Herbert,Henry,1844,M,10361
Herbert,Henry,1847,M,10362
Herbert,Henry,1843,M,10363
Herbert,Henry,1843,M,10364
Herbert,Henry,1854,M,10365
Herbert,Henry,1848,M,10366
Herbert,Henry,1843,M,10367
Herbert,Henry,1852,M,10368
Herbert,Henry,1853,M,10369
Herbert,Henry,1849,M,10370
Herbert,Henry,1852,M,10371
Herbert,Henry,1844,M,10372
Herbert,Henry,1847,M,10373
Herbert,Henry,1843,M,10374
Herbert,Henry,1845,M,10375
Herbert,Henry,1855,M,10376
Hervey,Eleanora,1865,U,10377
Hetherington,Helen,1894,F,10378
Hetherington,Helen,1892,F,10379
Hetherington,Helen,1890,F,10380
Heywood,Joseph,1890,M,10381
Higginson,Thomas,1869,M,10382
Hill,John,1890,M,10383
Hill,John,1894,M,10384
Hill,John,1883,M,10385
Hill,John,1892,M,10386
Hill,Mary,1813,F,10387
Hillary,Max,1885,M,10388
Hockley,William,1873,M,10389
Hodges,Sydney,1896,M,10390
Hoey,Frances,1884,F,10391
Hoey,Frances,1882,F,10392
Hoffmann,Arthur,1887,M,10393
Hofland,Barbara,1815,F,10394
Hofland,Barbara,1846,F,10395
Hofland,Barbara,1822,F,10396
Hogg,James,1835,M,10397
Hogg,James,1818,M,10398
Hogg,James,1824,M,10399
Hogg,James,1829,M,10400
Holcroft,Fanny,1817,F,10401
Holcroft,Thomas,1792,M,10402
Holcroft,Thomas,1805,M,10403
Holcroft,Thomas,1794,M,10404
Holl,Henry,1863,M,10405
Holland,Josiah,1873,M,10406
Holland,Josiah,1860,M,10407
Holland,Josiah,1875,M,10408
Holland,Josiah,1857,M,10409
Hollings,M. J. H.,1859,U,10410
Hollis,Margery,1893,F,10411
Holmes,George,1883,M,10412
Holmes,W. H. M.,1843,U,10413
Holmes,Mary Jane,1860,U,10414
Holmes,Mary Jane,1864,U,10415
Holmes,Mary Jane,1872,U,10416
Holmes,Mary Jane,1872,U,10417
Holmes,Mary Jane,1869,U,10418
Holmes,Mary Jane,1865,U,10419
Holmes,Mary Jane,1856,U,10420
Holmes,Mary Jane,1863,U,10421
Holmes,Mary Jane,1871,U,10422
Holmes,Mary Jane,1868,U,10423
Holmes,Mary Jane,1854,U,10424
Holmes,Mary Jane,1867,U,10425
Holmes,Mary Jane,1855,U,10426
Holmes,Mary Jane,1874,U,10427
Holmes,Oliver,1867,M,10428
Holstein,Anthony,1811,M,10429
Holtzmeyer,Genie,1882,F,10430
Homer,A. N.,1888,U,10431
Hood,Thomas,1827,M,10432
Hood,Thomas,1834,M,10433
Hood,Tom,1867,M,10434
Hook,James,1822,M,10435
Hook,Theodore,1842,M,10436
Hook,Theodore,1836,M,10437
Hook,Theodore,1838,M,10438
Hook,Theodore,1833,M,10439
Hook,Theodore,1825,M,10440
Hook,Theodore,1833,M,10441
Hook,Sarah,1802,F,10442
Hoole,Innes,1821,U,10443
Hooton,Charles,1836,M,10444
Hooton,Charles,1841,M,10445
Hawkins,Anthony,1894,M,10446
Hope,Beryl,1880,F,10447
Hope,Hester,1878,F,10448
Hopton,Anna,1858,F,10449
Horlock,Knightley,1860,U,10450
Horlock,Knightley,1862,U,10451
Horlock,Knightley,1859,U,10452
Horlock,Knightley,1857,U,10453
Hornung,Ernest,1893,M,10454
Horrocks,Charles,1852,M,10455
Hough,Lewis,1865,M,10456
Houstoun,Matilda,1891,F,10457
Houstoun,Matilda,1864,F,10458
Houstoun,Matilda,1868,F,10459
Howells,William,1873,M,10460
Howells,William,1874,M,10461
Howells,William,1872,M,10462
Howitt,William,1835,M,10463
Howitt,William,1860,M,10464
Howitt,William,1860,M,10465
Howitt,Mary,1864,F,10466
Lambart,W.,1889,U,10467
Hudson,Frank,1889,M,10468
Hudson,Frank,1894,M,10469
Hudson,Marianne,1826,F,10470
Hudson,Marianne,1829,U,10471
Hughes,Thomas,1871,M,10472
Hughes,Thomas,1857,M,10473
Huish,Robert,1820,M,10474
Hume,Fergusson,1893,U,10475
Hume,Fergusson,1892,U,10476
Hume,Fergusson,1890,U,10477
Hunt,Margaret,1886,F,10478
Hunt,Margaret,1880,F,10479
Hunt,Margaret,1875,F,10480
Hunt,James,1888,M,10481
Hunter,Rachel,1806,F,10482
Hunter,Peter,1884,M,10483
Hurry,Ives,1808,U,10484
Hutcheson,John,1870,M,10485
Hutchinson,Horatio,1891,M,10486
Inchbald,Elizabeth,1791,F,10487
Inchbald,Elizabeth,1796,F,10488
Ingelow,Jean,1881,F,10489
Ingelow,Jean,1879,M,10490
Inglis,Henry,1832,M,10491
Barham,Richard,1841,M,10492
Ingraham,Joseph,1847,M,10493
Ingraham,Joseph,1846,M,10494
Ingraham,Joseph,1842,M,10495
Ingraham,Joseph,1847,M,10496
Ingraham,Joseph,1845,M,10497
Ingraham,Joseph,1845,M,10498
Ingraham,Joseph,1845,M,10499
Ingraham,Joseph,1845,M,10500
Ingraham,Joseph,1848,M,10501
Ingraham,Joseph,1846,M,10502
Ingraham,Joseph,1845,M,10503
Ingraham,Joseph,1847,M,10504
Ingraham,Joseph,1845,M,10505
Ingraham,Joseph,1850,M,10506
Ingraham,Joseph,1845,M,10507
Ingraham,Joseph,1846,M,10508
Ingraham,Joseph,1844,M,10509
Ingraham,Joseph,1846,M,10510
Ingraham,Joseph,1859,M,10511
Ingraham,Joseph,1855,M,10512
Ingraham,Joseph,1844,M,10513
Ingraham,Joseph,1860,M,10514
Ingraham,Joseph,1847,M,10515
Ingraham,Joseph,1860,M,10516
Ingraham,Joseph,1847,M,10517
Ingraham,Joseph,1845,M,10518
Ireland,William,1807,M,10519
Isabell,John,1885,M,10520
White,James,1790,M,10521
James,George,1850,M,10522
James,George,1852,M,10523
James,George,1844,M,10524
James,George,1844,M,10525
James,George,1845,M,10526
James,George,1837,M,10527
James,George,1848,M,10528
James,George,1841,M,10529
James,George,1830,M,10530
James,George,1830,M,10531
James,George,1833,M,10532
James,George,1843,M,10533
James,George,1843,M,10534
James,George,1846,M,10535
James,George,1832,M,10536
James,George,1839,M,10537
James,George,1851,M,10538
James,George,1857,M,10539
James,George,1858,M,10540
James,George,1848,M,10541
James,George,1842,M,10542
James,George,1835,M,10543
James,George,1852,M,10544
James,George,1831,M,10545
James,George,1829,M,10546
James,George,1844,M,10547
James,George,1847,M,10548
James,George,1848,M,10549
James,George,1841,M,10550
James,George,1847,M,10551
James,George,1847,M,10552
James,George,1836,M,10553
James,George,1843,M,10554
James,George,1851,M,10555
James,George,1849,M,10556
James,George,1839,M,10557
James,George,1835,M,10558
James,George,1839,M,10559
James,George,1841,M,10560
James,George,1840,M,10561
James,George,1844,M,10562
James,George,1856,M,10563
James,George,1850,M,10564
James,George,1838,M,10565
James,George,1845,M,10566
James,George,1848,M,10567
James,George,1832,M,10568
James,George,1853,M,10569
James,George,1849,M,10570
James,George,1854,M,10571
Jay,Harriett,1883,F,10572
Jeaffreson,John,1868,M,10573
Jeaffreson,John,1890,M,10574
Jeaffreson,John,1859,M,10575
Jefferies,John,1885,M,10576
Jefferies,John,1882,M,10577
Jefferson,NA,1823,U,10578
Jenkin,Henrietta,1865,F,10579
Jenkins,John,1880,M,10580
Jenkins,John,1877,M,10581
Jenner,Kitty,1884,F,10582
Jennings,Louis,1891,M,10583
Jephson,Richard,1876,M,10584
Jerrold,Douglas,1846,M,10585
Jerrold,William,1848,M,10586
Jervoise,Arthur,1884,M,10587
Jessop,George,1889,M,10588
Hill,John,1882,M,10589
Polidori,John,1819,M,10590
Johns,Richard,1840,M,10591
Johnston,Henry,1877,M,10592
Johnston,Richard,1892,M,10593
Johnstone,Christian,1815,M,10594
Johnstone,Christian,1827,M,10595
Jolly,Emily,1860,F,10596
Jones,James,1817,M,10597
Jones,John,1859,M,10598
Jones,John,1854,M,10599
Jones,John,1849,M,10600
Jones,John,1855,M,10601
Jones,John,1863,M,10602
Jones,John,1856,M,10603
Pickersgill,Joshua,1803,M,10604
Judd,Sylvester,1850,M,10605
Kavanagh,Julia,1858,F,10606
Kavanagh,Julia,1868,F,10607
Kavanagh,Julia,1878,F,10608
Kavanagh,Julia,1855,F,10609
Kavanagh,Julia,1857,F,10610
Kavanagh,Julia,1850,F,10611
Kavanagh,Julia,1863,F,10612
Kavanagh,Julia,1860,F,10613
Kavanagh,Julia,1870,F,10614
Kavanagh,Julia,1877,F,10615
Keary,Charles,1893,M,10616
Keary,Anna,1879,F,10617
Keary,Anna,1866,F,10618
Keightley,Thomas,1834,M,10619
Kelly,Isabella,1813,F,10620
Kelly,Tom,1882,M,10621
Kelty,Mary,1824,F,10622
Kelty,Mary,1822,F,10623
Kelty,Mary,1821,F,10624
Kelty,Mary,1826,F,10625
Kendall,Edward,1835,M,10626
Kenealy,Edward,1869,M,10627
Kennard,Mary,1888,F,10628
Kennedy,Theo,1866,M,10629
Kennedy,Grace,1825,F,10630
Kennedy,Grace,1823,F,10631
Kennedy,Grace,1823,F,10632
Kennedy,John,1835,M,10633
Kennedy,John,1840,M,10634
Keon,Miles,1879,M,10635
Kett,Henry,1809,M,10636
Kettle,Mary,1862,F,10637
Kettle,Mary,1854,F,10638
Kettle,Mary,1860,F,10639
Kevill-Davies,Albert,1892,M,10640
King,Richard,1893,M,10641
King,Richard,1882,M,10642
Kingsley,Charles,1850,M,10643
Kingsley,Charles,1865,M,10644
Kingsley,Charles,1863,M,10645
Kingsley,Charles,1855,M,10646
Kirkland,Caroline,1839,F,10647
Kirkland,Caroline,1849,F,10648
Kirkland,Caroline,1850,F,10649
Kirkland,Caroline,1845,F,10650
Kirkus,William,1867,M,10651
Knight,Ellis,1833,M,10652
Knight,Legh,1868,U,10653
Knight,Wynter,1879,U,10654
Knight,H. B.,1893,U,10655
L.,Georgina,1832,U,10656
NA,NA,1811,U,10657
NA,NA,1845,U,10658
Humdrum,NA,1820,U,10659
de Courcy Laffan,Bertha,1892,F,10660
de Courcy Laffan,Bertha,1891,F,10661
Lamb,Caroline,1823,F,10662
Lamb,Caroline,1816,F,10663
Lambert,George,1886,M,10664
Lambert,Camden,1838,M,10665
Baillie,Alexander,1849,M,10666
Baillie,Alexander,1854,M,10667
Baillie,Alexander,1849,M,10668
Landon,Letitia,1837,F,10669
Landon,Letitia,1834,F,10670
Landon,Letitia,1842,F,10671
Landon,Letitia,1831,F,10672
Landor,Robert,1846,M,10673
Landor,Robert,1848,M,10674
Landor,Walter,1836,M,10675
Lane,Amelia,1840,F,10676
Lanier,Sidney,1867,M,10677
Larder,Alfred,1891,M,10678
Lathom,Francis,1806,M,10679
Lathy,Thomas,1806,M,10680
Lauder,Thomas,1825,M,10681
Lauder,Thomas,1827,M,10682
Lavenua,L. S.,1858,U,10683
Law,Agnes,1878,F,10684
Lawless,Emily,1891,F,10685
Lawless,Emily,1886,F,10686
Lawrence,George,1866,M,10687
Le Bailly,NA,1832,U,10688
Le Fanu,Joseph,1872,M,10689
Le Fanu,Joseph,1872,M,10690
Le Fanu,Joseph,1865,M,10691
Le Fanu,Joseph,1872,M,10692
Le Fanu,Joseph,1871,M,10693
Le Fanu,Joseph,1895,M,10694
Le Fanu,Joseph,1863,M,10695
Le Fanu,Joseph,1880,M,10696
Le Fanu,Joseph,1864,M,10697
Le Fanu,Joseph,1864,M,10698
Le Fanu,Joseph,1864,M,10699
Le Noir,Elizabeth,1804,F,10700
Leadbeater,Mary,1811,F,10701
Marryat,Florence,1888,F,10702
Marryat,Florence,1883,F,10703
Marryat,Florence,1887,F,10704
Marryat,Florence,1881,F,10705
Marryat,Florence,1882,F,10706
Parr,Harriet,1856,F,10707
Parr,Harriet,1867,F,10708
Parr,Harriet,1880,F,10709
Parr,Harriet,1858,F,10710
Parr,Harriet,1860,F,10711
Parr,Harriet,1875,F,10712
Parr,Harriet,1861,F,10713
Lee,Sophia,1783,U,10714
Lee,Harriet,1798,F,10715
Parr,Harriet,1859,F,10716
Parr,Harriet,1863,F,10717
Parr,Harriet,1868,F,10718
Parr,Harriet,1872,F,10719
Lefroy,Ella,1892,F,10720
Leigh,Alfred,1870,M,10721
Lemon,Mark,1866,M,10722
Lemon,Mark,1864,M,10723
Lemon,Mark,1863,M,10724
Lemore,Clara,1895,F,10725
Lennox,William,1841,M,10726
Lennox,William,1855,M,10727
Lennox,William,1843,M,10728
Lever,Charles,1844,M,10729
Lever,Charles,1841,M,10730
Lever,Charles,1859,M,10731
Lever,Charles,1848,M,10732
Lever,Charles,1872,M,10733
Lever,Charles,1866,M,10734
Lever,Charles,1868,M,10735
Lever,Charles,1852,M,10736
Lever,Charles,1854,M,10737
Lever,Charles,1857,M,10738
Lever,Charles,1800,M,10739
Lever,Charles,1844,M,10740
Lever,Charles,1865,M,10741
Levinge,Richard,1849,M,10742
Lewes,George,1848,M,10743
Lewis,Alethea,1816,U,10744
Lewis,Alethea,1812,U,10745
Lewis,Arthur,1876,M,10746
Pugh,Helen,1894,F,10747
Lewis,Matthew,1807,M,10748
Lewis,Matthew,1808,M,10749
Lewis,Matthew,1805,M,10750
Lewis,Matthew,1796,F,10751
Lewis,M. G.,1825,U,10752
Ley,Beatrice,1886,F,10753
Leys,John,1888,M,10754
Liardet,Frederick,1844,M,10755
Liddell,Charles,1857,M,10756
Lillie,Arthur,1890,M,10757
Lindsay,Caroline,1891,F,10758
Linskill,Mary,1887,F,10759
Linton,Elizabeth,1881,F,10760
Linton,Elizabeth,1867,F,10761
Linton,Elizabeth,1872,F,10762
Linton,Elizabeth,1889,F,10763
Lippard,George,1843,M,10764
Lippard,George,1848,M,10765
Lippard,George,1844,M,10766
Lippard,George,1847,M,10767
Lippard,George,1849,M,10768
Lippard,George,1848,M,10769
Lippard,George,1843,M,10770
Lippard,George,1850,M,10771
Lippard,George,1844,M,10772
Lippard,George,1849,M,10773
Lippard,George,1847,M,10774
Lippard,George,1847,M,10775
Lister,Thomas,1826,M,10776
Lister,Thomas,1828,M,10777
Lister,Thomas,1860,M,10778
Llewellin,NA,1799,U,10779
Lloyd,Jessie,1887,F,10780
Lloyd,Jessie,1877,F,10781
Lloyd,Jessie,1882,F,10782
Locker,Arthur,1864,M,10783
Lockhart,John,1823,M,10784
Lockhart,John,1821,M,10785
Lockhart,Langton,1864,U,10786
Lockhart,Laurence,1871,M,10787
Lockhart,Laurence,1878,M,10788
Long,Catharine,1853,F,10789
Longfellow,Henry,1839,M,10790
Longfellow,Henry,1849,M,10791
Longfellow,Henry,1840,M,10792
Longstreet,Augustus,1835,M,10793
Longstreet,Augustus,1864,M,10794
Loudon,Jane,1829,F,10795
Loudon,Margracia,1830,U,10796
Lover,Samuel,1837,M,10797
Lowell,Robert,1874,M,10798
Lucas,Reginald,1895,M,10799
Lucy,Henry,1883,M,10800
Bayly,Ada,1887,F,10801
Bayly,Ada,1894,F,10802
Bayly,Ada,1880,F,10803
Lyle,Max,1856,M,10804
Lymburner,A. L.,1846,U,10805
Lynch,Arthur,1892,M,10806
